GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi)
Fri Mar 28 13:18:01 KST 2014,28-3-2014 13:13:34.080,127.10905846029898,37.36378414763869,13.368332,10.0,96.0,269.99796,0.18,6.87,7.45,0.05,14.5,27.45,12.72,1.27,37.36,127.11,96,17.06,270,34.06,88,0,19.22,79,19.22,20,1771.75,91,12.94,6.23,27,4.5,67.66,-10.01,14.1,14.23,25,57.25,21.14,9.41,43.95
Fri Mar 28 13:18:01 KST 2014,28-3-2014 13:13:34.589,127.10905846029898,37.36378414763869,13.368332,10.0,96.0,269.99796,0.18,6.87,7.45,0.05,14.5,10.2,12.72,1.18,37.36,127.11,96,17.06,270,36.71,88,0,19.22,79,19.22,20,1226.75,91,12.94,6.23,27,3.05,67.66,-11.46,14.1,14.23,25,57.25,19.61,9.41,45.69
Fri Mar 28 13:18:02 KST 2014,28-3-2014 13:13:35.079,127.10889171580206,37.36376511946653,13.63682,10.0,95.0,269.87433,0.18,6.87,7.45,0.05,14.5,20.78,12.72,1.18,37.36,127.11,95,17.06,269.87,36.71,88,0,22.75,79,23.53,20,1226.75,91,15.29,6.24,27,3.05,67.66,-11.46,14.2,14.21,25,57.25,19.61,11.76,45.69
Fri Mar 28 13:18:02 KST 2014,28-3-2014 13:13:35.589,127.10889171580206,37.36376511946653,13.63682,10.0,95.0,269.87433,0.18,6.87,7.45,0.05,14.5,20.78,12.72,1.18,37.36,127.11,95,17.06,269.87,36.71,88,0,22.75,79,23.53,20,1226.75,91,15.29,6.24,27,7.4,67.66,-7.11,14.2,14.21,25,58.04,19.61,11.76,37.42
Fri Mar 28 13:18:03 KST 2014,28-3-2014 13:13:36.078,127.1087343698057,37.363745783444934,13.182325,10.0,94.0,269.40176,0.18,6.87,7.45,0.05,14.5,20.78,-,3.42,37.36,127.11,94,-,269.4,12.38,88,0,22.75,79,23.53,26.27,1427.75,91,37.65,6.26,27,7.4,-,-7.11,14.2,14.23,25,58.04,56.95,11.76,37.42
Fri Mar 28 13:18:03 KST 2014,28-3-2014 13:13:36.582,127.1087343698057,37.363745783444934,13.182325,10.0,94.0,269.40176,0.18,6.87,7.45,0.05,14.5,25.88,-,3.42,37.36,127.11,94,-,269.4,12.38,88,0,26.27,79,24.71,26.27,1427.75,91,37.65,6.26,27,7.4,-,-7.11,14.2,14.23,25,58.04,56.95,16.08,37.42
Fri Mar 28 13:18:04 KST 2014,28-3-2014 13:13:37.087,127.10857967799505,37.36373035190039,13.287318,10.0,93.0,269.7345,0.18,6.87,7.45,0.05,14.5,25.88,-,1.07,37.36,127.11,93,-,269.73,40.21,88,0,26.27,79,24.71,26.27,1392.5,91,11.76,6.27,27,5.8,-,-8.7,14.2,14.23,25,57.65,17.91,16.08,43.51
Fri Mar 28 13:18:04 KST 2014,28-3-2014 13:13:37.622,127.10857967799505,37.36373035190039,13.287318,10.0,93.0,269.7345,0.18,6.87,7.45,0.05,14.5,25.88,-,1.07,37.36,127.11,93,-,269.73,40.21,88,0,26.27,79,24.71,18.04,1392.5,91,11.76,6.27,27,5.8,-,-8.7,14.2,14.24,25,57.65,17.91,8.24,43.51
Fri Mar 28 13:18:04 KST 2014,28-3-2014 13:13:38.071,127.10857967799505,37.36373035190039,13.287318,10.0,93.0,269.7345,0.18,6.87,7.45,0.05,14.5,10.59,-,1.07,37.36,127.11,93,-,269.73,40.21,88,0,18.43,79,19.61,18.04,1392.5,91,11.76,6.27,27,5.8,-,-8.7,14.2,14.24,25,57.65,17.91,8.24,43.51
Fri Mar 28 13:18:05 KST 2014,28-3-2014 13:13:38.611,127.10842522533531,37.36369384475019,13.287318,10.0,92.0,269.5393,0.18,6.87,7.45,0.05,14.5,10.59,-,1.07,37.36,127.11,92,-,269.54,40.21,88,0,18.43,79,19.61,18.04,1392.5,91,11.76,6.27,27,5.8,-,-8.7,14.2,14.24,25,57.65,17.91,8.24,43.51
Fri Mar 28 13:18:06 KST 2014,28-3-2014 13:13:39.085,127.10827712296565,37.36363886236373,13.725821,10.0,91.0,263.0179,0.18,6.87,7.45,0.05,14.5,10.59,-,1.06,37.36,127.11,91,-,263.02,40.9,88,0,18.43,79,19.61,18.04,1182.5,90,14.9,6.3,28,3.05,-,-11.46,14.2,14.24,25,57.65,17.6,8.24,45.69
Fri Mar 28 13:18:06 KST 2014,28-3-2014 13:13:39.575,127.10827712296565,37.36363886236373,13.725821,10.0,91.0,263.0179,0.18,6.87,7.45,0.05,14.5,10.2,-,1.06,37.36,127.11,91,-,263.02,40.9,88,0,18.04,79,20.78,18.04,1182.5,90,14.9,6.3,28,3.05,-,-11.46,14.2,14.24,25,57.65,17.6,7.84,45.69
Fri Mar 28 13:18:07 KST 2014,28-3-2014 13:13:40.088,127.10813933519152,37.36359568803774,13.702441,10.0,100.0,255.5574,0.18,6.87,7.45,0.05,14.5,10.2,-,1.06,37.36,127.11,100,-,255.56,40.9,88,0,18.04,79,20.78,18.04,1182.5,90,14.9,6.3,28,3.34,-,-11.17,14.2,14.24,25,56.08,21.38,7.84,45.69
Fri Mar 28 13:18:07 KST 2014,28-3-2014 13:13:40.569,127.10813933519152,37.36359568803774,13.702441,10.0,100.0,255.5574,0.18,6.87,7.45,0.05,14.5,10.2,-,1.28,37.36,127.11,100,-,255.56,32.97,88,0,18.04,79,20.78,19.22,1154,90,17.65,6.32,28,3.34,-,-11.17,14.2,14.26,25,56.08,21.38,7.84,45.69
Fri Mar 28 13:18:08 KST 2014,28-3-2014 13:13:41.103,127.10802886201198,37.363549640455176,11.602927,10.0,99.0,228.27988,0.18,6.87,7.45,0.05,14.5,12.55,-,1.28,37.36,127.11,99,-,228.28,32.97,88,0,19.61,79,21.96,19.22,1154,90,17.65,6.32,28,3.34,-,-11.17,14.2,14.26,25,56.08,21.38,9.02,45.69
Fri Mar 28 13:18:08 KST 2014,28-3-2014 13:13:41.586,127.10802886201198,37.363549640455176,11.602927,10.0,99.0,228.27988,0.18,6.87,7.45,0.05,14.5,12.55,-,1.3,37.36,127.11,99,-,228.28,30.44,88,0,19.61,79,21.96,19.22,1144.25,90,19.61,6.33,28,3.48,-,-11.02,14.2,14.26,25,55.29,21.68,9.02,38.29
Fri Mar 28 13:18:09 KST 2014,28-3-2014 13:13:42.080,127.10790895118838,37.36351855139955,10.507541,20.0,93.0,227.54628,0.18,6.87,7.45,0.05,14.5,12.55,-,1.3,37.36,127.11,93,-,227.55,30.44,88,0,20.39,79,21.96,20,1144.25,90,19.61,6.33,28,3.48,-,-11.02,14.2,14.25,25,55.29,21.68,9.8,38.29
Fri Mar 28 13:18:09 KST 2014,28-3-2014 13:13:42.583,127.10790895118838,37.36351855139955,10.507541,20.0,93.0,227.54628,0.18,6.87,7.45,0.05,14.5,14.9,-,1.3,37.36,127.11,93,-,227.55,30.44,88,0,20.39,79,21.96,20,1144.25,90,19.61,6.33,28,3.48,-,-11.02,14.2,14.25,25,56.47,21.68,9.8,38.29
Fri Mar 28 13:18:10 KST 2014,28-3-2014 13:13:43.068,127.10775977887661,37.3635188621708,10.507541,10.0,92.0,236.15974,0.18,6.87,7.45,0.05,14.5,14.9,-,1.44,37.36,127.11,92,-,236.16,27.5,88,0,20.39,79,21.96,17.65,1205.25,90,16.47,6.35,28,3.92,-,-10.59,14.2,14.22,25,56.47,24,9.8,45.25
Fri Mar 28 13:18:10 KST 2014,28-3-2014 13:13:43.586,127.10775977887661,37.3635188621708,10.507541,10.0,92.0,236.15974,0.18,6.87,7.45,0.05,14.5,9.8,-,1.44,37.36,127.11,92,-,236.16,27.5,88,0,19.61,80,19.22,17.65,1205.25,90,16.47,6.35,28,3.92,-,-10.59,14.2,14.22,25,56.47,24,8.63,45.25
Fri Mar 28 13:18:11 KST 2014,28-3-2014 13:13:44.087,127.10762929855751,37.36355096772809,9.0150795,20.0,93.0,253.77238,0.18,6.87,7.45,0.05,14.5,9.8,-,1.37,37.36,127.11,93,-,253.77,28.31,88,0,19.61,80,19.22,17.65,1566.75,89,16.47,6.36,28,2.76,-,-11.75,14.2,14.22,25,55.69,22.78,8.63,43.95
Fri Mar 28 13:18:11 KST 2014,28-3-2014 13:13:44.583,127.10762929855751,37.36355096772809,9.0150795,20.0,93.0,253.77238,0.18,6.87,7.45,0.05,14.5,9.8,-,1.37,37.36,127.11,93,-,253.77,28.31,88,0,19.61,80,19.22,20,1566.75,89,13.73,6.36,28,2.76,-,-11.75,14.2,14.22,25,55.69,22.78,9.41,43.95
Fri Mar 28 13:18:12 KST 2014,28-3-2014 13:13:45.095,127.10748327052308,37.36355448047224,10.759568,10.0,94.0,256.11057,0.18,6.87,7.45,0.05,14.5,9.8,-,1.35,37.36,127.11,94,-,256.11,27.95,88,0,19.61,80,19.22,20,1528,89,13.73,6.36,28,2.76,-,-11.75,14.2,14.22,25,55.69,22.54,9.41,43.08
Fri Mar 28 13:18:12 KST 2014,28-3-2014 13:13:45.598,127.10748327052308,37.36355448047224,10.759568,10.0,94.0,256.11057,0.18,6.87,7.45,0.05,14.5,9.8,-,1.35,37.36,127.11,94,-,256.11,27.95,88,0,19.61,80,19.22,19.22,1528,89,14.12,6.37,28,2.76,-,-11.75,14.2,14.26,25,55.69,22.54,9.02,43.08
Fri Mar 28 13:18:13 KST 2014,28-3-2014 13:13:46.080,127.10733865187976,37.36357376294318,10.653667,10.0,94.0,269.7161,0.18,6.87,7.45,0.05,14.5,10.2,-,1.35,37.36,127.11,94,-,269.72,27.95,88,0,19.61,79,19.22,19.22,1528,89,14.12,6.37,28,2.76,-,-11.75,14.2,14.26,25,56.47,22.54,9.02,43.08
Fri Mar 28 13:18:13 KST 2014,28-3-2014 13:13:46.581,127.10733865187976,37.36357376294318,10.653667,10.0,94.0,269.7161,0.18,6.87,7.45,0.05,14.5,10.2,-,1.24,37.36,127.11,94,-,269.72,29.87,88,0,19.61,79,19.22,19.22,1445.25,89,13.73,6.39,28,3.05,-,-11.46,14.2,14.26,25,56.47,20.59,9.02,44.38
Fri Mar 28 13:18:14 KST 2014,28-3-2014 13:13:47.080,127.10718507714202,37.363586961090434,10.069423,10.0,95.0,269.30936,0.18,6.87,7.45,0.05,14.5,9.8,-,1.24,37.36,127.11,95,-,269.31,29.87,88,0,19.22,79,19.22,19.22,1445.25,89,13.73,6.39,28,3.05,-,-11.46,14.2,14.26,25,56.47,20.59,8.63,44.38
Fri Mar 28 13:18:14 KST 2014,28-3-2014 13:13:47.582,127.10718507714202,37.363586961090434,10.069423,10.0,95.0,269.30936,0.18,6.87,7.45,0.05,14.5,9.8,-,1.25,37.36,127.11,95,-,269.31,28.16,88,0,19.22,79,19.22,19.22,1401.75,89,14.12,6.4,28,2.9,-,-11.6,14.2,14.26,25,56.47,20.77,8.63,45.25
Fri Mar 28 13:18:15 KST 2014,28-3-2014 13:13:48.086,127.10704218630319,37.36359351084901,9.38088,10.0,93.0,267.53983,0.18,6.87,7.45,0.05,14.5,10.2,-,1.25,37.36,127.11,93,-,267.54,28.16,88,0,19.22,80,19.22,19.22,1401.75,89,14.12,6.4,28,2.9,-,-11.6,14.2,14.26,25,56.47,20.77,8.63,45.25
Fri Mar 28 13:18:15 KST 2014,28-3-2014 13:13:48.581,127.10704218630319,37.36359351084901,9.38088,10.0,93.0,267.53983,0.18,6.87,7.45,0.05,14.5,10.2,-,1.2,37.36,127.11,93,-,267.54,28.62,88,0,19.22,80,19.22,19.22,1343.75,89,14.51,6.41,28,2.9,-,-11.6,14.2,14.26,25,54.12,19.92,8.63,46.12
Fri Mar 28 13:18:16 KST 2014,28-3-2014 13:13:49.078,127.10691721106706,37.36359229039954,8.922448,10.0,91.0,268.2613,0.18,6.87,7.45,0.05,14.5,10.2,-,1.2,37.36,127.11,91,-,268.26,28.62,88,0,18.82,80,19.22,18.82,1343.75,89,14.51,6.41,28,2.9,-,-11.6,14.2,14.23,25,54.12,19.92,8.63,46.12
Fri Mar 28 13:18:16 KST 2014,28-3-2014 13:13:49.605,127.10691721106706,37.36359229039954,8.922448,10.0,91.0,268.2613,0.18,6.87,7.45,0.05,14.5,10.2,-,1.17,37.36,127.11,91,-,268.26,27.79,88,0,18.82,80,19.22,18.82,1298.25,89,14.51,6.42,28,3.05,-,-11.46,14.2,14.23,25,54.12,19.43,8.63,46.12
Fri Mar 28 13:18:17 KST 2014,28-3-2014 13:13:50.106,127.1068130854941,37.36359728917025,9.142856,10.0,90.0,268.78122,0.18,6.87,7.45,0.05,14.5,10.2,-,1.17,37.36,127.11,90,-,268.78,27.79,88,0,18.43,80,19.22,18.82,1298.25,89,14.51,6.42,28,3.05,-,-11.46,14.2,14.26,25,54.12,19.43,8.24,46.12
Fri Mar 28 13:18:17 KST 2014,28-3-2014 13:13:50.586,127.1068130854941,37.36359728917025,9.142856,10.0,90.0,268.78122,0.18,6.87,7.45,0.05,14.5,10.2,-,1.17,37.36,127.11,90,-,268.78,27.79,88,0,18.43,80,19.22,18.82,1298.25,89,14.51,6.42,28,2.9,-,-11.6,14.2,14.26,25,54.12,19.43,8.24,43.95
Fri Mar 28 13:18:18 KST 2014,28-3-2014 13:13:51.078,127.1067225979941,37.3636041079201,8.226149,20.0,94.0,270.0342,0.18,6.87,7.45,0.05,14.5,10.2,-,1.06,37.36,127.11,94,-,270.03,29.62,88,0,18.43,80,19.22,18.04,1162.5,89,15.29,6.43,28,2.9,-,-11.6,14.1,14.18,25,54.12,17.73,8.24,43.95
Fri Mar 28 13:18:18 KST 2014,28-3-2014 13:13:51.585,127.1067225979941,37.3636041079201,8.226149,20.0,94.0,270.0342,0.18,6.87,7.45,0.05,14.5,10.59,-,1.06,37.36,127.11,94,-,270.03,29.62,88,0,18.04,80,19.22,18.04,1162.5,89,15.29,6.43,28,2.9,-,-11.6,14.1,14.18,25,54.12,17.73,7.84,43.95
Fri Mar 28 13:18:19 KST 2014,28-3-2014 13:13:52.092,127.1066313325198,37.363610158535096,8.313486,10.0,94.0,271.2474,0.18,6.87,7.45,0.05,14.5,10.59,-,0.94,37.36,127.11,94,-,271.25,30.54,88,0,18.04,80,19.22,17.25,1054.75,89,14.9,6.44,28,3.05,-,-11.46,14.1,14.23,25,53.33,15.71,7.84,44.38
Fri Mar 28 13:18:19 KST 2014,28-3-2014 13:13:52.576,127.1066313325198,37.363610158535096,8.313486,10.0,94.0,271.2474,0.18,6.87,7.45,0.05,14.5,9.8,-,0.94,37.36,127.11,94,-,271.25,30.54,88,0,17.65,80,19.22,17.25,1054.75,89,14.9,6.44,28,3.05,-,-11.46,14.1,14.23,25,53.33,15.71,7.45,44.38
Fri Mar 28 13:18:20 KST 2014,28-3-2014 13:13:53.080,127.10656178057866,37.363617367667864,6.438958,10.0,95.0,272.1522,0.18,6.87,7.45,0.05,14.5,9.8,-,0.97,37.36,127.11,95,-,272.15,24.07,88,0,17.65,80,19.22,17.25,1047,88,15.69,6.45,29,3.05,-,-11.46,14.1,14.23,25,53.33,16.2,7.45,43.51
Fri Mar 28 13:18:21 KST 2014,28-3-2014 13:13:53.563,127.1065126395138,37.36362577772211,4.7899203,10.0,94.0,272.65625,0.18,6.87,7.45,0.05,14.5,9.8,-,0.97,37.36,127.11,94,-,272.66,24.07,88,0,17.65,80,19.22,17.25,1047,88,15.69,6.45,29,3.05,-,-11.46,14.2,14.21,25,53.33,16.2,7.45,43.51
Fri Mar 28 13:18:21 KST 2014,28-3-2014 13:13:54.073,127.1065126395138,37.36362577772211,4.7899203,10.0,94.0,272.65625,0.18,6.87,7.45,0.05,14.5,9.8,-,1.07,37.36,127.11,94,-,272.66,16.81,88,0,17.65,80,19.22,17.25,1142.5,88,15.69,6.45,29,2.9,-,-11.6,14.2,14.21,25,48.24,17.85,7.45,42.64
Fri Mar 28 13:18:21 KST 2014,28-3-2014 13:13:54.583,127.1065126395138,37.36362577772211,4.7899203,10.0,94.0,272.65625,0.18,6.87,7.45,0.05,14.5,12.55,-,1.07,37.36,127.11,94,-,272.66,16.81,88,0,18.82,80,19.22,18.04,1142.5,88,15.69,6.45,29,2.9,-,-11.6,14.1,14.2,25,48.24,17.85,8.24,42.64
Fri Mar 28 13:18:22 KST 2014,28-3-2014 13:13:55.079,127.10646936561794,37.36363600019481,3.6885064,10.0,93.0,273.3214,0.18,6.87,7.45,0.05,14.5,12.55,-,1.46,37.36,127.11,93,-,273.32,8.64,88,0,18.82,80,19.22,18.04,1012.75,88,15.69,6.46,29,3.92,-,-10.59,14.1,14.2,25,48.24,24.3,8.24,42.64
Fri Mar 28 13:18:22 KST 2014,28-3-2014 13:13:55.586,127.10646936561794,37.36363600019481,3.6885064,10.0,93.0,273.3214,0.18,6.87,7.45,0.05,14.5,16.47,-,1.46,37.36,127.11,93,-,273.32,8.64,88,0,20,80,19.22,20,1012.75,88,24.31,6.46,29,3.92,-,-10.59,14.2,14.2,25,48.24,24.3,9.8,42.64
Fri Mar 28 13:18:23 KST 2014,28-3-2014 13:13:56.066,127.10643665982383,37.36364871549929,2.5028412,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,16.47,-,1.54,37.36,127.11,92,-,272.34,5.26,88,0,20,80,19.22,20,791.75,88,24.31,6.46,29,4.79,-,-9.72,14.2,14.2,25,48.24,25.64,9.8,43.95
Fri Mar 28 13:18:23 KST 2014,28-3-2014 13:13:56.591,127.10643665982383,37.36364871549929,2.5028412,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,16.47,-,1.54,37.36,127.11,92,-,272.34,5.26,88,0,20,80,19.22,20.39,791.75,88,34.12,6.46,29,4.79,-,-9.72,14.1,14.23,25,48.24,25.64,9.41,43.95
Fri Mar 28 13:18:24 KST 2014,28-3-2014 13:13:57.078,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.54,37.36,127.11,92,-,272.34,5.26,88,0,19.22,80,19.22,20.39,791.75,88,34.12,6.46,29,4.79,-,-9.72,14.1,14.23,25,48.24,25.64,9.41,44.38
Fri Mar 28 13:18:24 KST 2014,28-3-2014 13:13:57.585,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.29,37.36,127.11,92,-,272.34,3.48,88,0,19.22,80,19.22,20,770.75,88,32.16,6.46,29,4.79,-,-9.72,14.2,14.23,25,48.24,21.56,9.02,44.38
Fri Mar 28 13:18:25 KST 2014,28-3-2014 13:13:58.088,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,19.22,-,1.29,37.36,127.11,92,-,272.34,3.48,88,0,19.61,80,19.22,20,770.75,88,32.16,6.46,29,4.79,-,-9.72,14.2,14.23,25,50.98,21.56,9.02,44.38
Fri Mar 28 13:18:26 KST 2014,28-3-2014 13:13:58.564,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,19.22,-,1.29,37.36,127.11,92,-,272.34,1.4,88,0,19.61,80,19.22,19.22,789.5,87,29.8,6.46,29,4.79,-,-9.72,14.2,14.08,25,50.98,21.5,9.02,58.74
Fri Mar 28 13:18:26 KST 2014,28-3-2014 13:13:59.108,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.82,-,1.29,37.36,127.11,92,-,272.34,1.4,88,0,19.22,80,19.22,19.22,789.5,87,29.8,6.46,29,4.79,-,-9.72,14.2,14.08,25,50.98,21.5,9.02,58.74
Fri Mar 28 13:18:26 KST 2014,28-3-2014 13:13:59.580,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.82,-,1.29,37.36,127.11,92,-,272.34,0,88,0,19.22,80,19.22,19.22,767.75,87,30.2,6.46,29,4.79,-,-9.72,14.2,14.08,25,50.98,21.44,9.02,58.31
Fri Mar 28 13:18:27 KST 2014,28-3-2014 13:14:00.081,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.29,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,19.22,767.75,87,30.2,6.46,29,4.79,-,-9.72,14.2,14.32,25,50.98,21.44,8.63,58.31
Fri Mar 28 13:18:28 KST 2014,28-3-2014 13:14:00.565,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.22,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,19.22,773.5,87,30.2,6.46,29,4.5,-,-10.01,14.2,14.32,25,53.33,20.28,8.63,58.31
Fri Mar 28 13:18:28 KST 2014,28-3-2014 13:14:01.149,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.22,37.36,127.11,92,-,272.34,0,88,0,19.22,80,19.22,18.82,773.5,87,28.63,6.46,29,4.5,-,-10.01,14.2,14.25,25,53.33,20.28,8.63,58.31
Fri Mar 28 13:18:28 KST 2014,28-3-2014 13:14:01.567,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.82,-,1.22,37.36,127.11,92,-,272.34,0,88,0,19.22,80,19.22,18.82,773.5,87,28.63,6.46,29,4.5,-,-10.01,14.2,14.25,25,53.33,20.28,8.63,58.31
Fri Mar 28 13:18:29 KST 2014,28-3-2014 13:14:02.128,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.82,-,1.24,37.36,127.11,92,-,272.34,0,88,0,19.22,80,19.22,18.82,762.25,87,29.41,6.46,29,4.79,-,-9.72,14.2,14.26,25,54.51,20.65,8.63,58.31
Fri Mar 28 13:18:29 KST 2014,28-3-2014 13:14:02.596,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.24,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,762.25,87,29.41,6.46,29,4.79,-,-9.72,14.2,14.26,25,54.51,20.65,8.63,58.31
Fri Mar 28 13:18:30 KST 2014,28-3-2014 13:14:03.076,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,765.25,87,28.63,6.46,29,4.64,-,-9.86,14.2,14.26,25,54.51,19.98,8.63,58.31
Fri Mar 28 13:18:30 KST 2014,28-3-2014 13:14:03.567,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,765.25,87,28.63,6.46,29,4.64,-,-9.86,14.3,14.24,25,54.51,19.98,8.63,58.31
Fri Mar 28 13:18:31 KST 2014,28-3-2014 13:14:04.062,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,751.25,87,29.02,6.46,29,4.5,-,-10.01,14.3,14.24,25,54.51,19.92,8.63,57.87
Fri Mar 28 13:18:32 KST 2014,28-3-2014 13:14:04.613,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,751.25,87,29.02,6.46,29,4.5,-,-10.01,14.1,14.28,25,54.51,19.92,8.63,57.87
Fri Mar 28 13:18:32 KST 2014,28-3-2014 13:14:05.082,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,754.5,87,29.02,6.46,29,4.5,-,-10.01,14.1,14.28,25,56.08,19.92,8.63,56.56
Fri Mar 28 13:18:32 KST 2014,28-3-2014 13:14:05.588,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.04,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,754.5,87,29.02,6.46,29,4.5,-,-10.01,14.1,14.15,25,56.08,19.92,8.63,56.56
Fri Mar 28 13:18:33 KST 2014,28-3-2014 13:14:06.062,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,754.5,87,29.02,6.46,29,4.64,-,-9.86,14.1,14.15,25,56.47,19.92,8.63,57
Fri Mar 28 13:18:33 KST 2014,28-3-2014 13:14:06.567,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,743.5,87,29.02,6.46,29,4.64,-,-9.86,14.2,14.25,25,56.47,19.92,8.63,57
Fri Mar 28 13:18:34 KST 2014,28-3-2014 13:14:07.140,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,743.5,87,29.02,6.46,29,4.64,-,-9.86,14.2,14.25,25,56.47,20.04,8.63,57.87
Fri Mar 28 13:18:34 KST 2014,28-3-2014 13:14:07.578,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,757.75,87,29.41,6.46,29,4.64,-,-9.86,14.1,14.29,25,56.47,20.04,8.63,57.87
Fri Mar 28 13:18:35 KST 2014,28-3-2014 13:14:08.111,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,757.75,87,29.41,6.46,29,4.64,-,-9.86,14.1,14.29,25,56.47,20.04,8.63,57.87
Fri Mar 28 13:18:35 KST 2014,28-3-2014 13:14:08.569,127.10643665982383,37.36364871549929,0.0,10.0,92.0,272.33804,0.18,6.87,7.45,0.05,14.5,18.43,-,1.2,37.36,127.11,92,-,272.34,0,88,0,18.82,80,19.22,18.82,754.25,87,29.02,6.46,29,4.5,-,-10.01,14.1,14.23,25,56.47,19.92,8.63,57.43
