GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi)
Fri Mar 28 13:07:47 KST 2014,28-3-2014 13:03:20.134,127.10919914058015,37.3781233092718,6.0911655,5.0,63.0,147.1513,0.18,6.87,7.45,0.05,14.5,10.98,-,1.03,37.38,127.11,63,-,147.15,23.49,81,0,18.04,65,19.22,18.04,1119.75,82,15.29,3,27,3.34,-,-11.17,14.2,14.22,25,57.65,17.24,7.84,43.51
Fri Mar 28 13:07:47 KST 2014,28-3-2014 13:03:20.614,127.10919914058015,37.3781233092718,6.0911655,5.0,63.0,147.1513,0.18,6.87,7.45,0.05,14.5,10.98,-,1.01,37.38,127.11,63,-,147.15,20.6,81,0,18.04,65,19.22,18.04,1028.5,82,16.86,3.01,27,3.34,-,-11.17,14.2,14.25,25,57.65,16.75,7.84,43.51
Fri Mar 28 13:07:48 KST 2014,28-3-2014 13:03:21.082,127.10924401554612,37.37808556554916,5.647866,5.0,62.0,144.21172,0.18,6.87,7.45,0.05,14.5,28.63,-,1.01,37.38,127.11,62,-,144.21,20.6,81,0,25.1,65,26.67,18.04,1028.5,82,16.86,3.01,27,3.34,-,-11.17,14.2,14.25,25,57.65,16.75,13.73,43.51
Fri Mar 28 13:07:48 KST 2014,28-3-2014 13:03:21.616,127.10924401554612,37.37808556554916,5.647866,5.0,62.0,144.21172,0.18,6.87,7.45,0.05,14.5,28.63,-,5.56,37.38,127.11,62,-,144.21,3.24,81,0,25.1,65,26.67,31.37,1813.75,82,48.63,3.01,27,9.72,-,-4.79,14.2,14.23,25,57.65,92.58,13.73,43.95
Fri Mar 28 13:07:49 KST 2014,28-3-2014 13:03:22.088,127.10928933569248,37.37804900471931,5.465471,5.0,62.0,141.36253,0.18,6.87,7.45,0.05,14.5,34.9,-,5.56,37.38,127.11,62,-,141.36,3.24,81,0,31.37,65,26.67,31.37,1813.75,82,48.63,3.01,27,9.72,-,-4.79,14.2,14.23,25,57.65,92.58,21.18,43.95
Fri Mar 28 13:07:49 KST 2014,28-3-2014 13:03:22.603,127.10928933569248,37.37804900471931,5.465471,5.0,62.0,141.36253,0.18,6.87,7.45,0.05,14.5,34.9,6.07,1.93,37.38,127.11,62,8.14,141.36,9.35,81,0,31.37,65,26.67,31.37,1864.25,82,10.2,3.02,27,7.83,31.08,-6.67,14.2,14.23,25,58.04,32.1,21.18,43.51
Fri Mar 28 13:07:50 KST 2014,28-3-2014 13:03:23.083,127.10933824679562,37.378010337371606,6.0651746,5.0,62.0,140.0688,0.18,6.87,7.45,0.05,14.5,34.9,6.07,1.93,37.38,127.11,62,8.14,140.07,9.35,81,0,31.37,65,19.22,19.61,1864.25,82,10.2,3.02,27,7.83,31.08,-6.67,14.2,14.25,25,58.04,32.1,9.8,43.51
Fri Mar 28 13:07:50 KST 2014,28-3-2014 13:03:23.575,127.10933824679562,37.378010337371606,6.0651746,5.0,62.0,140.0688,0.18,6.87,7.45,0.05,14.5,9.8,6.07,1.93,37.38,127.11,62,8.14,140.07,9.35,81,0,31.37,65,19.22,19.61,1864.25,82,10.2,3.02,27,7.83,31.08,-6.67,14.2,14.25,25,58.43,32.1,9.8,45.69
Fri Mar 28 13:07:51 KST 2014,28-3-2014 13:03:24.095,127.1093903538429,37.377970308899364,6.131649,5.0,62.0,139.25197,0.18,6.87,7.45,0.05,14.5,9.8,6.07,1.48,37.38,127.11,62,8.14,139.25,13.38,81,0,31.37,65,19.22,20.39,1648.75,82,14.12,3.02,27,2.9,31.08,-11.6,14.2,14.24,25,58.43,24.67,9.8,45.69
Fri Mar 28 13:07:51 KST 2014,28-3-2014 13:03:24.605,127.1093903538429,37.377970308899364,6.131649,5.0,62.0,139.25197,0.18,6.87,7.45,0.05,14.5,10.2,6.07,1.48,37.38,127.11,62,8.14,139.25,13.38,81,0,20,65,19.22,20.39,1648.75,82,14.12,3.02,27,2.9,31.08,-11.6,14.2,14.24,25,58.43,24.67,9.8,45.69
Fri Mar 28 13:07:52 KST 2014,28-3-2014 13:03:25.083,127.10944269133442,37.377929117562246,6.052261,5.0,62.0,139.59715,0.18,6.87,7.45,0.05,14.5,10.2,6.07,1.36,37.38,127.11,62,8.14,139.6,14.6,81,0,20,65,19.22,20.39,1527,82,14.12,3.04,27,2.76,31.08,-11.75,14.2,14.24,25,56.86,22.6,9.8,46.56
Fri Mar 28 13:07:52 KST 2014,28-3-2014 13:03:25.597,127.10944269133442,37.377929117562246,6.052261,5.0,62.0,139.59715,0.18,6.87,7.45,0.05,14.5,10.2,6.07,1.36,37.38,127.11,62,8.14,139.6,14.6,81,0,19.61,65,19.22,19.61,1527,82,13.33,3.04,27,2.76,31.08,-11.75,14.2,14.26,25,56.86,22.6,9.41,46.56
Fri Mar 28 13:07:53 KST 2014,28-3-2014 13:03:26.079,127.10949298718906,37.377890006038676,5.8590603,5.0,62.0,138.93332,0.18,6.87,7.45,0.05,14.5,10.59,6.07,1.36,37.38,127.11,62,8.14,138.93,14.6,81,0,19.61,66,19.22,19.61,1527,82,13.33,3.04,27,2.9,31.08,-11.6,14.2,14.26,25,56.86,22.6,9.41,40.03
Fri Mar 28 13:07:53 KST 2014,28-3-2014 13:03:26.598,127.10949298718906,37.377890006038676,5.8590603,5.0,62.0,138.93332,0.18,6.87,7.45,0.05,14.5,10.59,-,1.36,37.38,127.11,62,-,138.93,14.6,81,0,19.61,66,19.22,19.61,1471.75,82,13.33,3.04,27,2.9,-,-11.6,14.2,14.25,25,56.86,22.6,9.41,40.03
